train_file,val_file,phash_distance,original_mae,original_pearson,best_dx,best_dy,aligned_mae,aligned_pearson,overlap_fraction,shift_magnitude,mae_improvement
Y_001813.jpg,Y_001812.jpg,4,0.011325253173708916,0.9931074487739275,10,10,0.012002071365714073,0.9919837698709397,0.9134622914871956,14.142135623730951,-0.0006768181920051575
0273415.jpg,0273631.jpg,2,0.012129241600632668,0.9843840467118686,1,1,0.007475574500858784,0.9976619145776121,0.9911700211449604,1.4142135623730951,0.004653667099773884
S_11918196.jpg,S_11918205.jpg,4,0.012194344773888588,0.9880667834058734,-1,-1,0.007218706421554089,0.9984319344228842,0.9911700211449604,1.4142135623730951,0.004975638352334499
S_11048293.jpg,S_11048199.jpg,2,0.01228841207921505,0.992038426236623,-1,1,0.0041688308119773865,0.9997466851626385,0.9911700211449604,1.4142135623730951,0.008119581267237663
S_11148075.jpg,S_11130478.jpg,6,0.012417426332831383,0.9939054283382183,-1,1,0.011906932108104229,0.9951998356389959,0.9911700211449604,1.4142135623730951,0.0005104942247271538
S_11107342.jpg,S_11144942.jpg,6,0.013180242851376534,0.994711269916504,1,-1,0.013713753782212734,0.9946645232421771,0.9911700211449604,1.4142135623730951,-0.0005335109308362007
S_11048363.jpg,S_11048241.jpg,0,0.013249894604086876,0.9903426825443664,1,-1,0.004393474664539099,0.9996744041000258,0.9911700211449604,1.4142135623730951,0.008856419939547777
S_12036629.jpg,S_12617312.jpg,4,0.013615386560559273,0.9820768102877255,-1,0,0.013200146146118641,0.9847539846053237,0.995575221238938,1.0,0.00041524041444063187
S_12091289.jpg,S_12091685.jpg,2,0.013813333585858345,0.9866297859508125,0,0,0.015165941789746284,0.9846979374786339,1.0,0.0,-0.0013526082038879395
S_10377838.jpg,S_10377883.jpg,2,0.014039282687008381,0.9753171208536588,8,-8,0.015435503795742989,0.9721524107379553,0.930456574516407,11.313708498984761,-0.0013962211087346077
S_11147538.jpg,S_11145843.jpg,4,0.014232681132853031,0.9913234271501913,-1,0,0.014941447414457798,0.9902958398220273,0.995575221238938,1.0,-0.0007087662816047668
E_000935.jpg,E_000928.jpg,0,0.014405972324311733,0.9913001635700484,3,0,0.007652030326426029,0.9993167639323586,0.9867256637168141,3.0,0.006753941997885704
S_11151738.jpg,S_11144942.jpg,2,0.014799229800701141,0.9952117580509888,0,-3,0.014605699107050896,0.9958178022497229,0.9867256637168141,3.0,0.00019353069365024567
Y_002351.jpg,Y_002350.jpg,2,0.014955049380660057,0.9831135465337729,-1,1,0.006988099310547113,0.9977504129339487,0.9911700211449604,1.4142135623730951,0.007966950070112944
Y_000811.jpg,Y_000911.jpg,6,0.015065151266753674,0.987197153112433,0,1,0.01574241742491722,0.9854025945592169,0.995575221238938,1.0,-0.0006772661581635475
S_11927721.jpg,S_11925143.jpg,0,0.015366736799478531,0.9895894379337278,0,1,0.016149919480085373,0.9898218013467471,0.995575221238938,1.0,-0.000783182680606842
S_11094043.jpg,S_11144942.jpg,4,0.015664733946323395,0.9941050626485145,1,-1,0.01534838043153286,0.9945018626425649,0.9911700211449604,1.4142135623730951,0.000316353514790535
S_11917874.jpg,S_11925143.jpg,0,0.01656709425151348,0.9875963725799287,0,-2,0.015400120057165623,0.992325501234014,0.9911504424778761,2.0,0.0011669741943478584
S_11152515.jpg,S_11144942.jpg,4,0.01683182083070278,0.991049963465339,2,-3,0.01592666283249855,0.9931461222307442,0.9779935781971963,3.605551275463989,0.0009051579982042313
S_12091269.jpg,S_12091685.jpg,6,0.016857432201504707,0.9776731008931636,-1,0,0.01626313477754593,0.980432180465817,0.995575221238938,1.0,0.0005942974239587784
S_11090993.jpg,S_11124099.jpg,2,0.017310768365859985,0.9882634539636297,-1,-1,0.017010584473609924,0.9880304242789993,0.9911700211449604,1.4142135623730951,0.00030018389225006104
S_12091432.jpg,S_12091264.jpg,0,0.01745413988828659,0.9741585621644808,0,-1,0.015812596306204796,0.9748812082584615,0.995575221238938,1.0,0.0016415435820817947
S_11921523.jpg,S_11927431.jpg,2,0.01835722103714943,0.9819704562569631,1,2,0.01515297032892704,0.9924163636847299,0.9867648210509828,2.23606797749979,0.0032042507082223892
0370652.jpg,0370676.jpg,2,0.018483120948076248,0.9705807733002183,1,1,0.004883892368525267,0.9991705987602396,0.9911700211449604,1.4142135623730951,0.013599228579550982
Y_001184.jpg,Y_001178.jpg,2,0.018490780144929886,0.9754266407802141,0,1,0.018727436661720276,0.9746713082318891,0.995575221238938,1.0,-0.00023665651679039001
0102325.jpg,0103645.jpg,6,0.01850753463804722,0.9772198352491461,0,-2,0.016232632100582123,0.9868863276570835,0.9911504424778761,2.0,0.0022749025374650955
S_11898954.jpg,S_11885804.jpg,4,0.01879667304456234,0.9923834323347104,0,0,0.02004486881196499,0.9909735366621567,1.0,0.0,-0.001248195767402649
S_11144107.jpg,S_11145843.jpg,4,0.01881725899875164,0.9823582902164592,0,-2,0.018043987452983856,0.9883203060036932,0.9911504424778761,2.0,0.0007732715457677841
0069274.jpg,0069369.jpg,4,0.018850289285182953,0.9851140333556956,1,0,0.01748657040297985,0.9879225651707502,0.995575221238938,1.0,0.0013637188822031021
S_11152102.jpg,S_11150662.jpg,6,0.018863454461097717,0.9790999015509501,4,-1,0.018654106184840202,0.9781378674332923,0.9779544208630276,4.123105625617661,0.00020934827625751495
Y_000830.jpg,Y_000960.jpg,0,0.018889781087636948,0.9929195848070513,0,0,0.020129788666963577,0.9919166567330812,1.0,0.0,-0.0012400075793266296
S_11896428.jpg,S_11886061.jpg,4,0.019210994243621826,0.9904118174500111,0,0,0.02117912843823433,0.9887009760893202,1.0,0.0,-0.001968134194612503
S_10000780.jpg,S_11927433.jpg,2,0.01921961084008217,0.9868897726596374,0,0,0.02033924125134945,0.984496400670014,1.0,0.0,-0.0011196304112672806
S_11917848.jpg,S_11927431.jpg,2,0.019278492778539658,0.9792889057210661,0,-2,0.015402056276798248,0.9938570592562662,0.9911504424778761,2.0,0.0038764365017414093
S_11117129.jpg,S_11131842.jpg,2,0.01935412921011448,0.9913844076369684,0,1,0.019899511709809303,0.9914075605221885,0.995575221238938,1.0,-0.0005453824996948242
S_11887831.jpg,S_11904599.jpg,4,0.019467104226350784,0.9906857851209385,1,1,0.019618764519691467,0.9929461929098368,0.9911700211449604,1.4142135623730951,-0.00015166029334068298
S_11145842.jpg,S_11124099.jpg,4,0.019483137875795364,0.982718137908373,1,-1,0.019926758483052254,0.9827614176997133,0.9911700211449604,1.4142135623730951,-0.00044362060725688934
S_11917961.jpg,S_11921550.jpg,4,0.019707653671503067,0.9872193328067238,0,-1,0.018920855596661568,0.9897798420712568,0.995575221238938,1.0,0.0007867980748414993
S_11891003.jpg,S_11904599.jpg,4,0.019910624250769615,0.9776009371866072,-4,3,0.01755247637629509,0.9918153662974318,0.9692614926775786,5.0,0.0023581478744745255
S_11110867.jpg,S_11110079.jpg,4,0.020054005086421967,0.984329951497087,-6,4,0.018704218789935112,0.9893731732614067,0.9562221003994048,7.211102550927978,0.0013497862964868546
S_11857161.jpg,S_11927431.jpg,4,0.020059742033481598,0.9791281895763605,2,1,0.017826097086071968,0.9874944639519571,0.9867648210509828,2.23606797749979,0.00223364494740963
Y_000725.jpg,Y_000691.jpg,2,0.02033451944589615,0.9902023204157756,0,0,0.021816853433847427,0.9890171561551472,1.0,0.0,-0.0014823339879512787
S_11125222.jpg,S_11131842.jpg,4,0.02034337818622589,0.9884145976206401,-4,-1,0.01788957603275776,0.9922205558497253,0.9779544208630276,4.123105625617661,0.002453802153468132
S_11857161.jpg,S_11925143.jpg,2,0.020522411912679672,0.9865087586780025,0,0,0.021604174748063087,0.9842226695662574,1.0,0.0,-0.0010817628353834152
S_11147537.jpg,S_11124099.jpg,4,0.020845063030719757,0.9761979719070183,0,-1,0.0215118657797575,0.9745370668925377,0.995575221238938,1.0,-0.0006668027490377426
S_11917942.jpg,S_11927431.jpg,2,0.021361345425248146,0.9705372416308289,0,-3,0.01595775969326496,0.9921192096769639,0.9867256637168141,3.0,0.005403585731983185
Y_000798.jpg,Y_000827.jpg,4,0.02143937721848488,0.9892235326068517,1,0,0.021978523582220078,0.9879852086725462,0.995575221238938,1.0,-0.000539146363735199
S_11898954.jpg,S_11896425.jpg,4,0.02151285856962204,0.9881715919281072,0,-1,0.01963791809976101,0.9927623962766366,0.995575221238938,1.0,0.0018749404698610306
S_11921523.jpg,S_11925143.jpg,4,0.022054515779018402,0.9781687926528486,-1,1,0.019239505752921104,0.9898087123129958,0.9911700211449604,1.4142135623730951,0.0028150100260972977
S_11917874.jpg,S_11927431.jpg,2,0.02222708985209465,0.9801554094382539,2,-1,0.018376905471086502,0.992748361412827,0.9867648210509828,2.23606797749979,0.003850184381008148
S_11103856.jpg,S_11105488.jpg,6,0.022428147494792938,0.983210497781029,-1,1,0.022627199068665504,0.9819344382246507,0.9911700211449604,1.4142135623730951,-0.00019905157387256622
S_11917961.jpg,S_11917713.jpg,6,0.022508088499307632,0.9790924006451498,0,-2,0.01955067366361618,0.9891149094865002,0.9911504424778761,2.0,0.002957414835691452
S_11144107.jpg,S_11125762.jpg,0,0.022808481007814407,0.975791797461979,1,-1,0.022042741999030113,0.977976669979568,0.9911700211449604,1.4142135623730951,0.0007657390087842941
S_11131843.jpg,S_11123681.jpg,4,0.02308804541826248,0.984686196832108,-1,4,0.020781096071004868,0.9913956424626781,0.9779544208630276,4.123105625617661,0.002306949347257614
S_11128983.jpg,S_11131842.jpg,2,0.023110782727599144,0.9739145043109722,1,8,0.01721061021089554,0.9862013280978515,0.9603336204871172,8.06225774829855,0.005900172516703606
S_11878344.jpg,S_11927433.jpg,4,0.023151710629463196,0.9854930876684913,1,0,0.022196847945451736,0.9876256378141106,0.995575221238938,1.0,0.0009548626840114594
S_11125761.jpg,S_11124099.jpg,4,0.023243622854351997,0.9713088042762592,-1,-2,0.019902972504496574,0.9814089922533649,0.9867648210509828,2.23606797749979,0.003340650349855423
S_11147538.jpg,S_11125762.jpg,4,0.023387234658002853,0.9739215129824549,1,1,0.023971805348992348,0.9756373075244898,0.9911700211449604,1.4142135623730951,-0.0005845706909894943
S_11891494.jpg,S_11904599.jpg,4,0.023469332605600357,0.9920669473517556,-1,1,0.023155882954597473,0.9930090428979079,0.9911700211449604,1.4142135623730951,0.0003134496510028839
S_11896422.jpg,S_11885804.jpg,2,0.023799404501914978,0.9904608004380469,1,0,0.025079915300011635,0.9896185004256656,0.995575221238938,1.0,-0.0012805107980966568
S_11147718.jpg,S_11118674.jpg,4,0.023826928809285164,0.975753357808705,5,0,0.022338638082146645,0.9781053430339152,0.9778761061946902,5.0,0.0014882907271385193
S_11917961.jpg,S_11881099.jpg,4,0.02398466132581234,0.9779768693920938,-1,-2,0.020460005849599838,0.988312453852676,0.9867648210509828,2.23606797749979,0.0035246554762125015
S_11129963.jpg,S_11096812.jpg,2,0.02401290461421013,0.9750625089709953,2,-1,0.02359321527183056,0.9779796634417235,0.9867648210509828,2.23606797749979,0.00041968934237957
S_11144280.jpg,S_11105550.jpg,2,0.024141918867826462,0.9869150282755041,0,-1,0.024135809391736984,0.9884163133504293,0.995575221238938,1.0,6.109476089477539e-06
S_11094477.jpg,S_11096812.jpg,4,0.02439730614423752,0.9837650347848079,0,0,0.024909207597374916,0.9822715436714662,1.0,0.0,-0.0005119014531373978
S_11125761.jpg,S_11105488.jpg,6,0.025063909590244293,0.9817272270249439,3,0,0.023756857961416245,0.985662566641455,0.9867256637168141,3.0,0.0013070516288280487
S_11144941.jpg,S_11097533.jpg,6,0.025128770619630814,0.9830895651065725,-2,2,0.02309752069413662,0.9883821977415155,0.9823791996240896,2.8284271247461903,0.002031249925494194
S_11105489.jpg,S_11103857.jpg,4,0.02519962191581726,0.9838742766666323,-2,-2,0.024123789742588997,0.9875831205202794,0.9823791996240896,2.8284271247461903,0.0010758321732282639
Y_000665.jpg,Y_000834.jpg,4,0.025338923558592796,0.9829490714843351,0,0,0.026895329356193542,0.981346447997035,1.0,0.0,-0.0015564057976007462
S_11927721.jpg,S_11927431.jpg,2,0.025373391807079315,0.9824004997941453,1,1,0.022978650406003,0.9896404619924721,0.9911700211449604,1.4142135623730951,0.002394741401076317
S_11905081.jpg,S_11895589.jpg,4,0.02565080299973488,0.9864761443145028,-1,1,0.0240339282900095,0.990778492823333,0.9911700211449604,1.4142135623730951,0.00161687470972538
S_11905081.jpg,S_11885804.jpg,2,0.025665881112217903,0.9789174147033957,-2,1,0.020672732964158058,0.9902579495764442,0.9867648210509828,2.23606797749979,0.004993148148059845
S_11144941.jpg,S_11123681.jpg,4,0.02569005638360977,0.9916623740266018,2,5,0.024813920259475708,0.9933343725255082,0.9692223353434098,5.385164807134504,0.0008761361241340637
S_11105489.jpg,S_11125762.jpg,4,0.02574678510427475,0.9831035063690231,-2,-2,0.02408267930150032,0.9878992856428582,0.9823791996240896,2.8284271247461903,0.0016641058027744293
S_11905081.jpg,S_11896425.jpg,2,0.025881299749016762,0.9779215135821406,-2,-1,0.020998287945985794,0.9906013376025182,0.9867648210509828,2.23606797749979,0.004883011803030968
Y_011593.jpg,Y_011614.jpg,4,0.025975365191698074,0.9772734232275029,0,3,0.022599482908844948,0.987772230927893,0.9867256637168141,3.0,0.0033758822828531265
S_11889463.jpg,S_11904602.jpg,0,0.025997385382652283,0.991171420113841,0,-1,0.026128442957997322,0.9913559123587298,0.995575221238938,1.0,-0.00013105757534503937
S_11889463.jpg,S_11896425.jpg,0,0.026000259444117546,0.986597565686141,0,1,0.023873986676335335,0.9915707638572148,0.995575221238938,1.0,0.0021262727677822113
S_11894552.jpg,S_11886061.jpg,2,0.026116104796528816,0.9851065004463289,0,-1,0.025946132838726044,0.9860055310001791,0.995575221238938,1.0,0.00016997195780277252
S_11900986.jpg,S_11885804.jpg,6,0.026250142604112625,0.976653379723027,1,-1,0.020540496334433556,0.9897407727746755,0.9911700211449604,1.4142135623730951,0.0057096462696790695
S_11896422.jpg,S_11896425.jpg,0,0.02666398696601391,0.9860337476573903,0,-1,0.02374272607266903,0.9918153299556528,0.995575221238938,1.0,0.002921260893344879
S_11094042.jpg,S_11097533.jpg,4,0.026670686900615692,0.9905803074929408,-1,0,0.026300422847270966,0.9915023395215553,0.995575221238938,1.0,0.00037026405334472656
S_11905680.jpg,S_11904602.jpg,0,0.027147719636559486,0.9910992428087941,0,0,0.028663862496614456,0.9892161452004724,1.0,0.0,-0.0015161428600549698
S_11103814.jpg,S_11105550.jpg,4,0.027192000299692154,0.9778378540346142,0,-4,0.02214413695037365,0.9896943467752495,0.9823008849557522,4.0,0.005047863349318504
S_11896428.jpg,S_11889468.jpg,2,0.027386832982301712,0.9779789484847152,-1,1,0.023399505764245987,0.9849285362170292,0.9911700211449604,1.4142135623730951,0.003987327218055725
S_11895553.jpg,S_11886061.jpg,2,0.02765514887869358,0.9828925228957897,-1,0,0.02415269799530506,0.9891694214446274,0.995575221238938,1.0,0.0035024508833885193
S_11889463.jpg,S_11896424.jpg,0,0.02766496315598488,0.9865062798115379,1,0,0.02803231216967106,0.9853361084341684,0.995575221238938,1.0,-0.0003673490136861801
S_11145049.jpg,S_11097533.jpg,6,0.02776908129453659,0.9701329544429685,-2,1,0.02628820575773716,0.9732635568237823,0.9867648210509828,2.23606797749979,0.0014808755367994308
S_12220820.jpg,S_12125677.jpg,2,0.027890672907233238,0.982231197404524,-1,1,0.024551382288336754,0.9890929768892643,0.9911700211449604,1.4142135623730951,0.0033392906188964844
S_11894552.jpg,S_11889468.jpg,4,0.028130505234003067,0.9745413189729533,-1,0,0.024764416739344597,0.9859210079463145,0.995575221238938,1.0,0.00336608849465847
Y_000698.jpg,Y_000846.jpg,2,0.02840360626578331,0.9799249258828221,-1,-1,0.026797425001859665,0.9840896244988542,0.9911700211449604,1.4142135623730951,0.001606181263923645
S_12086001.jpg,S_12160337.jpg,0,0.028418205678462982,0.9876119549548745,1,0,0.028731252998113632,0.9883590424477066,0.995575221238938,1.0,-0.00031304731965065
Y_000727.jpg,Y_000800.jpg,2,0.02846895158290863,0.9747176271389001,1,0,0.02878577820956707,0.9765038223514132,0.995575221238938,1.0,-0.00031682662665843964
Y_000792.jpg,Y_000846.jpg,2,0.028571631759405136,0.9852758612074592,0,0,0.030351001769304276,0.9832438447587593,1.0,0.0,-0.0017793700098991394
S_11152514.jpg,S_11097533.jpg,4,0.028782501816749573,0.9925854340721819,2,1,0.028067927807569504,0.9926002902325408,0.9867648210509828,2.23606797749979,0.000714574009180069
S_11090993.jpg,S_11105488.jpg,6,0.028931621462106705,0.9717984245545217,3,1,0.02502753958106041,0.9853102968131222,0.9823596209570052,3.1622776601683795,0.003904081881046295
S_11113517.jpg,S_11123681.jpg,4,0.02897733822464943,0.9860160339643971,-2,2,0.027157582342624664,0.9903726794931252,0.9823791996240896,2.8284271247461903,0.001819755882024765
S_11905081.jpg,S_11896424.jpg,2,0.028990263119339943,0.973326736301167,-2,-1,0.023288048803806305,0.9867543420974253,0.9867648210509828,2.23606797749979,0.005702214315533638
S_11762934.jpg,S_11762911.jpg,4,0.029035743325948715,0.9797260013444239,0,1,0.006197389680892229,0.9995355269211326,0.995575221238938,1.0,0.022838353645056486
Y_000861.jpg,Y_000848.jpg,2,0.029155416414141655,0.9751011582853473,1,0,0.024138815701007843,0.9803345903634423,0.995575221238938,1.0,0.005016600713133812
S_11905680.jpg,S_11896424.jpg,0,0.029287301003932953,0.9859555162351544,0,1,0.028014730662107468,0.9889897331740857,0.995575221238938,1.0,0.0012725703418254852
Y_000711.jpg,Y_000686.jpg,4,0.029934033751487732,0.9708061155182078,0,0,0.03167913109064102,0.9687553511973487,1.0,0.0,-0.0017450973391532898
