train_file,val_file,phash_distance,mae,pearson
S_11125761.jpg,S_11124099.jpg,4,0.023243622854351997,0.9713088042762592
S_11147538.jpg,S_11125762.jpg,4,0.023387234658002853,0.9739215129824549
S_11891494.jpg,S_11904599.jpg,4,0.023469332605600357,0.9920669473517556
S_11896422.jpg,S_11885804.jpg,2,0.023799404501914978,0.9904608004380469
S_11147718.jpg,S_11118674.jpg,4,0.023826928809285164,0.975753357808705
S_11917961.jpg,S_11881099.jpg,4,0.02398466132581234,0.9779768693920938
S_11129963.jpg,S_11096812.jpg,2,0.02401290461421013,0.9750625089709953
S_11144280.jpg,S_11105550.jpg,2,0.024141918867826462,0.9869150282755041
S_11094477.jpg,S_11096812.jpg,4,0.02439730614423752,0.9837650347848079
S_11125761.jpg,S_11105488.jpg,6,0.025063909590244293,0.9817272270249439
S_11144941.jpg,S_11097533.jpg,6,0.025128770619630814,0.9830895651065725
S_11105489.jpg,S_11103857.jpg,4,0.02519962191581726,0.9838742766666323
Y_000665.jpg,Y_000834.jpg,4,0.025338923558592796,0.9829490714843351
S_11927721.jpg,S_11927431.jpg,2,0.025373391807079315,0.9824004997941453
S_11905081.jpg,S_11895589.jpg,4,0.02565080299973488,0.9864761443145028
S_11905081.jpg,S_11885804.jpg,2,0.025665881112217903,0.9789174147033957
S_11144941.jpg,S_11123681.jpg,4,0.02569005638360977,0.9916623740266018
S_11105489.jpg,S_11125762.jpg,4,0.02574678510427475,0.9831035063690231
S_11905081.jpg,S_11896425.jpg,2,0.025881299749016762,0.9779215135821406
Y_011593.jpg,Y_011614.jpg,4,0.025975365191698074,0.9772734232275029
S_11889463.jpg,S_11904602.jpg,0,0.025997385382652283,0.991171420113841
S_11889463.jpg,S_11896425.jpg,0,0.026000259444117546,0.986597565686141
S_11894552.jpg,S_11886061.jpg,2,0.026116104796528816,0.9851065004463289
S_11900986.jpg,S_11885804.jpg,6,0.026250142604112625,0.976653379723027
S_11896422.jpg,S_11896425.jpg,0,0.02666398696601391,0.9860337476573903
S_11094042.jpg,S_11097533.jpg,4,0.026670686900615692,0.9905803074929408
S_11905680.jpg,S_11904602.jpg,0,0.027147719636559486,0.9910992428087941
S_11103814.jpg,S_11105550.jpg,4,0.027192000299692154,0.9778378540346142
S_11896428.jpg,S_11889468.jpg,2,0.027386832982301712,0.9779789484847152
S_11895553.jpg,S_11886061.jpg,2,0.02765514887869358,0.9828925228957897
S_11889463.jpg,S_11896424.jpg,0,0.02766496315598488,0.9865062798115379
S_11145049.jpg,S_11097533.jpg,6,0.02776908129453659,0.9701329544429685
S_12220820.jpg,S_12125677.jpg,2,0.027890672907233238,0.982231197404524
S_11894552.jpg,S_11889468.jpg,4,0.028130505234003067,0.9745413189729533
Y_000698.jpg,Y_000846.jpg,2,0.02840360626578331,0.9799249258828221
S_12086001.jpg,S_12160337.jpg,0,0.028418205678462982,0.9876119549548745
Y_000727.jpg,Y_000800.jpg,2,0.02846895158290863,0.9747176271389001
Y_000792.jpg,Y_000846.jpg,2,0.028571631759405136,0.9852758612074592
S_11152514.jpg,S_11097533.jpg,4,0.028782501816749573,0.9925854340721819
S_11090993.jpg,S_11105488.jpg,6,0.028931621462106705,0.9717984245545217
S_11113517.jpg,S_11123681.jpg,4,0.02897733822464943,0.9860160339643971
S_11905081.jpg,S_11896424.jpg,2,0.028990263119339943,0.973326736301167
S_11762934.jpg,S_11762911.jpg,4,0.029035743325948715,0.9797260013444239
Y_000861.jpg,Y_000848.jpg,2,0.029155416414141655,0.9751011582853473
S_11905680.jpg,S_11896424.jpg,0,0.029287301003932953,0.9859555162351544
Y_000711.jpg,Y_000686.jpg,4,0.029934033751487732,0.9708061155182078
