image,fold_id,component_id
images/train/0149825.jpg,1,68e75b74bc4d922fbb07c0ae5b3154d0990b0029aa54504c99ba2df7cddf9edf
images/train/0223193.jpg,2,a031446b5bef0fc3f34413da68e921238c2c6035b63bb755ca25731d1fbf3b1c
images/train/0223464.jpg,1,3a4b3ff6e72efb26197f62b857603aa4bf3e0745375076cbba9661f708158dca
images/train/0273269.jpg,1,1dbadc9ca856edb5307591d12c4dd5169e5decb4db5db483926116073f457754
images/train/0335581.jpg,0,307a8e77467d2566072898b56240d77594d37f9b253cc6d343a7b74bd0a92bb5
images/train/0341843.jpg,3,640812fb3d2ee562e42aa18ffdb90e7229986462c7af1a522a57d7f90dff0041
images/train/0344893.jpg,1,b22b480572699e1f05e04f5b57d4c040474d1fdf68f99caa06132388f1db5cf6
images/train/0344980.jpg,1,ed1e7472607ab3a2efcc99749eceeb5c417e84de61af79fa65d80c4847fea7fa
images/train/0344995.jpg,2,3c5e20b0046363d2a6381f5147d1c71fedf2401be2b0dcc6259052ffbb5355cb
images/train/0345170.jpg,2,778b3270f0401b4c6c319cf1919dc651abd0ffd558e2f207e9025a9de2976221
images/train/0352319.jpg,4,f5ffbc0787800f409888f031e5ee885f8d2dd75c869fba7f90250f60a090dedd
images/train/0357225.jpg,3,5f4b2d8f69edbb9355fb7ca91e676927a4507cf3e07b808e29242db5cec9a289
images/train/0370467.jpg,2,4a53a3caced3844faf61838460471d54177d98d22fc364e6652c2c5aa07d81f0
images/train/0370597.jpg,4,498ae11f73a78c62fea615becae4fe2bf6f0f6ff8fb896f85b8c45496cb4224c
images/train/0370611.jpg,2,5ae583137c0a30b9aa38b5ab706371579aa543e5fc3ebe4f9a05ac5e7f0ae793
images/train/0370652.jpg,2,12acc3953c6bfe2397a031671a3e3a29c0b6450595fe83fe5b20f254d943d1ca
images/val/0370676.jpg,2,12acc3953c6bfe2397a031671a3e3a29c0b6450595fe83fe5b20f254d943d1ca
images/train/0371737.jpg,0,4970f0d25c96963b4b57d883a3cfef0dcddced065403e2e4388b2c65b546305d
images/train/0372822.jpg,0,117cb7e448fb4b62ddfd69d5e621760a650c0161dc48b3a28d5209abc5ecd577
images/train/0373458.jpg,2,c42be5a690dd3309c540b25aa218739ef8e6a5c797e3fd2bfe5a6eeb0ee60761
images/train/0373538.jpg,3,0f6b7fe744280a8d8a284cbfc8bf9953efd666cf86863094d4301074cab6095b
images/train/0373725.jpg,3,9e4f47503027fdf28da8aee1704c710e861960702874b1e3e11a0559893a90a8
images/train/0373938.jpg,3,4005a088d5051e3d2671bb8dcfe857e48985b0d3764c9ec82de70e9464053c39
images/train/0374232.jpg,2,49d85e9548709d3dd6f6f8d5caa3431a61c524d07d9890154316702c768b0e90
images/train/0374307.jpg,3,0fd91b27cb7a820366c1046886696973a0ae3398cee02a84b1e8706d52f13b9c
images/train/0374722.jpg,4,1c86862aed99638d68303c7b33845ffb5c694756ff01ffa2f92d28d520280d0e
images/train/0374773.jpg,0,f23060cd49ac0276cacb7255a88a1eb0b6debd36ce1537228ac10aae48d167b1
images/train/0374823.jpg,3,2a09af9199f2c3b823bd25c75ec3c09122aa789e25737c4e9c4b53b998e920eb
images/train/0375514.jpg,2,43380a5e9506c438c169aceb4b3c1241c3631523987e7c67b0f2dc550d9f9a0e
images/train/0375522.jpg,2,1d2543787ba3269e3aa6a3e96eae8cc3b5fc4e2d3176413b847ccdf0c29c25bf
images/train/0375527.jpg,3,b54b9588104a3e2ef8f021435109b01bb5041b3df85f9a0655b54bb72850655f
images/train/0376073.jpg,1,5077881ef28d6660bbe942ddc1f32ec7648bd26322e4c030fc8131fe511318d5
images/train/0376357.jpg,1,0d5e8c57b57a18044e98a1d145cc3795dfafdd2d5a0817b286c5a8be8190621d
images/train/0376375.jpg,1,d0660b8f81890edb4373622a455372eb63a1c8f9687bd2c80a0e40a0b2a09931
images/train/0376450.jpg,4,9b7a78489ec00452fc2d1554905f39ea2fc0f463be15a4c09757e66705554359
images/train/0377363.jpg,3,ef83e952a27019595587d4add93e9073632b1e6f8d6e9e9995dcb13e24926f71
images/train/0377507.jpg,2,deae028feb7aaf1dacb7b1524f094b5eda28e6600d3ac3932d69f0db98fefb9f
images/train/0377739.jpg,0,e85ff202423548d7158a8ef4ac467cff16b7d5b1371c7fbd93ec146b57815164
images/train/0377845.jpg,0,786035fc59199219ca76742739d7afe09e2e5e73491a071e3f24cbde73378e7e
images/train/0378117.jpg,4,3d22292179022dbacdeb2028fab4900975eb016bd4c370727de28e2318d5a18f
images/train/0378183.jpg,2,e3f7b0cfdfee9227c49f50c0854c7bc6d2fffd0209ba123dfcb01b5afca82f2c
images/train/0378723.jpg,3,f9a866362a7f1cd2b24dfa189250a451ed84d106417a1b4b7acaf7ac2172a9fc
images/train/0378737.jpg,4,072f4c6df82dc1c1e2a27baf6e0642b97b5429a3851e9abdc2f3b165b521ae61
images/train/0390841.jpg,0,98e932c2f0d74795f80b72e0244a1ff2ef82f972c34a4c866608286f8eb6f4aa
images/train/0390881.jpg,2,e656e50f95a8377d9293b4f6c3c4d9da02e0dbd4f4d9736136a48c98c746476c
images/train/0390915.jpg,2,6b57042fb072b2d933125160062d56ee66fc901d62b5cfe6a0bfab4137106d1f
images/train/0390929.jpg,1,f391ef7076c92ac8d80f7b4a3cd3d08f00f1467603d322c1085157cf61db4925
images/train/0392410.jpg,0,94787f3ebc687d7d5884412879ffa4e8291dc169104d0d978fa646f5012c7b3b
images/train/0392531.jpg,1,3cc1c30e283d440f8cdbbed291572ac45d5a99879db58a56f179dfd54e30291f
images/train/0394635.jpg,2,88f543f9d505bb4056f8b831abc1a2a3e4c7bf70bc28a9fd299a04b2d8cd6ec1
images/train/03947.jpg,3,fc43af43b3e45bc11d6e00339b87a99b66365d44c829ff3c93ae67a8c61d7beb
images/train/0395903.jpg,1,96d02b881f83d41f0f2887a9fa7d96cf8147ac96a7f106d514a4c24ed038108d
images/train/0396118.jpg,1,6cfd2110960fb6b8d4d3dd593695cf3edade1614b710ed72170e1e0c8d65befb
images/train/0396126.jpg,2,e47003afa8ee3ef0c9be72eb2e3a0535c12f4a4831e0cfbad76a34cfd970bc0f
images/train/0396128.jpg,3,bb0084bd82a1ac7e66c03a3ed84205c3b3c6fe1e601cee19532e68896b71513a
images/train/0398670.jpg,2,5c4160326f73cbb7b251b2cccfb533c137944076ace5fe12cebc0424e0853e70
images/train/0399260.jpg,1,69480c4b1ee1092a67ffb23f4a50fcf1d49b4b84412f7a78deff6e0783e1c5cd
images/train/0399701.jpg,0,b68dbb6f8b0bee34ada9b15b9942b8b33d7848e2ebd0e9205bd1f5b24eede6a5
images/train/0404763.jpg,3,e5f69fbb4ff6bf494a91e705b49055017eb83476e4955e3025544c8e7b1a9423
images/train/0406416.jpg,3,42283c16cd756a75199d544392208c6f5b25b52201b6971a6e116596e6c2673a
images/train/0407749.jpg,4,86fc3e522bde84c7df0165fe7a74d865d65f773ff706b6b3079a0115d6b5555e
images/train/0409436.jpg,1,751e74cbcac0432e557a32213842c2116f9c78cb087eadc1477168b44f3dbe44
images/train/0413982.jpg,3,add3f0fc7c78da0ef7620ddfa02414107bf56191beeafbaa9fbd66cd85c9ec78
images/train/0416512.jpg,4,09c95779d3f53ea0ec273af12e89d5864201c5647ae945f2c3a505fe3b5a4152
images/train/0418786.jpg,0,444d988a9251a7f0c2a1cbc37cc97b073c4df1b647e5f1fe99310c0767784a17
images/train/0418788.jpg,4,2521b8b4287ca26c9c317dd722354e56745dac84639299f209f43314a3dbb65b
images/train/0419091.jpg,1,b873263d55e8bb5d9d30e94ac439248e5259246d4f6b254696712fd2a33a009f
images/train/0422855.jpg,2,b6ca29f0fa0d53d285ca7b08b9edb7e455c61b14aff31135b57513cfed4edb4e
images/train/0424339.jpg,4,a85a9cb5120a2a8f65fb4531de4653f7c73563b992d0f836f1c902c09b20351e
images/train/0430383.jpg,4,d79e4f8ad67823af99642fa812dc4a35af82861b5ac6748e348740cd6cc37769
images/train/0430711.jpg,2,ec362029a4d5ca47c79a5e0e66c459f5b026b26733b971186946fd5867b238c8
images/train/0432245.jpg,3,56d618ff78c276210fe6ff4710d84fb7ba5763eb4e557706af43492cec55580a
images/train/1005_data.jpg,1,2fad1ad2755dd8be41ba1e6233631be9e0040b7ffd5dbb482766cad73449423d
images/train/1011_data.jpg,1,6f753d04a78348872ada3e0f8de0201835ddff21cb8fa3db2294fd1e16a4d45d
images/train/1084_data.jpg,3,ac386cf065d4c5be0bfa41e8b2e7adc28136e87c94b2eb34a7bee18e6615687b
images/train/11097.jpg,4,23a9165c4c7e6bbc0dde4457d18c7675d11f617a83e72005305fb85674b31be7
images/train/1183_data.jpg,4,aa2287522648b5510ec6d8df62be28dbde74d9885ff420e2375749b65761b73b
images/train/1212_data.jpg,0,83d6c29511ea2f4bfd0f235f3d08bc5191fc6809c4668ecbb1ba4937473f4186
images/train/1332_data.jpg,1,47c437413815eb98c93d63819c5de9cf614fc114c0f303791b98564d7aaa4177
images/train/1334_data.jpg,3,fbc53f7a5575522b8c7d7fd02adc501e990729961e53a2b7c9ab2715c478e86c
images/train/1337_data.jpg,1,19f2e49fd2c0187223ea4e503fd5b33a2ffdc3f0f2faa1e9b83a0edbc72dea55
images/train/1347_data.jpg,0,7ba6403fbf70e103d19ca0a151c72434e4137eb86df6bcac61edf2c09be5726c
images/train/1425_data.jpg,2,41cd6521d8274221022b8da724c7d88da330f64c2859bd929e82115c2d8e6a21
images/train/14609.jpg,1,7926c16ed6ddb49e4d8ea830f9666896c47ee8e1d86e59a95f9dc8af176b19b7
images/train/2369_data.jpg,3,8d241f2cba7bd6624cd44315aa84bef2c2df38efd4b3aa698361f1cdac298b72
images/train/2373_data.jpg,2,844500e34aeb6806da6b90d5e105922df08a97a9ce58edd7875267deb58c0e44
images/train/546_data.jpg,3,29097b63fca89f020a146583780ec826818de7589b2b73882a73e944aba0bd14
images/train/AAA (2).jpg,4,bcd294fa87175a6d5108a92c0e68fde26168af6b7fce6f2269ddd23a79bdfc66
images/train/AAA (3).jpg,4,003da62375d3dbff0deda2c29bc4e80380268fa9ea82c557701a9b3d6625a421
images/train/E_002011.jpg,2,4dae91303d909413f2520393f359f0bbf7cb760338787886c5576727e7350f18
images/train/E_003318.jpg,2,554edfd164b8e3cd03a3642c3ccc09a7558262526320adb77055fd86d988c99b
images/train/E_003329.jpg,0,924204315b838bc8554d4fee06433ed92137861a13820d51fdd0fec5484a1e97
images/train/E_003341.jpg,3,06537b65b83f05b04fd6e0b75d01a9d27b9780331a01a705e90818da54580556
images/train/E_003363.jpg,1,27b18d3cd06089d2cba7bcb68ba3b3955aaff7b596a97a5aacc351a293006500
images/train/E_003365.jpg,2,8f7a2aec1927ca039649910d019fd4bd39e7534b136fdd9d7220872fce9ffd03
images/train/E_003378.jpg,4,8e92692f31821076f5ec5999bd1da43beb4444312dfd51f5315e1a843d2c9ae0
images/train/E_003380.jpg,1,44fd6abc989b7e8c8f23ef40dbb73c77e65c75977513affeaf958ece742c5f9c
images/train/E_003394.jpg,2,038048e4ffcdee079955677973db3754092dac4cfd961bd15a44534a134ef62b
images/train/E_003395.jpg,3,8bd2770a5de851ab52bd5bf25ecc2129075ac0295111bff38218762aebd6f78f
images/train/E_003433.jpg,4,d7573662e5f7d8f5c3d8c563eb35d29aea29d9e1410bf7c2330028958c96d978
images/train/E_003434.jpg,4,dd5daa7c1cef5ffe4b3a7b4952514e3bef3bd79cdf3fe8f24c11cb2565c1fd34
images/train/E_003442.jpg,0,eb13a9518572ba85d468bc8aed70f163552396ca410d6a5d946a4f0443fad54b
images/train/E_003452.jpg,4,8271a92905d77d25ff108271a0cda9f9bf6b858b5cbb2a107d813ec772345b7f
images/train/E_003453.jpg,3,7e51d3aa2ee00843ef80ea5d52cdbf922bd2fba9f3e8daa4d512dca9c7cae838
images/train/E_003459.jpg,1,8d7a2890bafe1d49844016c680768c0ad42c47ce2d770298c7bd071360cfff1c
images/train/E_003460.jpg,1,e463df22061e2187fc3b11c8e8c52e33acdc09b55201ac224dc5f1604636fac2
images/train/E_003464.jpg,2,5b4f4586721e67c8ed208e0bd5c783da7967751d047d768f4d2820d19d50b19a
images/train/E_003493.jpg,1,dadf6bf56a2b9f02c9e0cb3aa2c391f29d7ede4e10cb989702db3dbe4f4360e0
images/train/E_003545.jpg,2,d1c1189363ee0c6232e92a3cf43210964131659d59d2a62eaaaf3269c29a2dde
images/train/E_003547.jpg,1,f52421855899976a48202ead858dc01eab142c0f4a0b2165470940062b7397e5
images/train/E_003551.jpg,4,a2482d1c227790ffb26cf96cc580c83ac6e7ef54dbb437ca5bbc8015bd22267a
images/train/E_003566.jpg,4,32b5567a8e697cc26b350856e7dc92dae0f0b084bcc409feb209b8c8ef2527ff
images/train/E_003585.jpg,1,36fff7b27c449f552047deec84943fd86a5da40416e8e287de69ff368c418412
images/train/E_003595.jpg,2,95f6a054ae6a6379cda9390962e67aeb9d7d918483d914e711af151176954c16
images/train/E_003601.jpg,4,c198233c0f93a471c262b87ea691ef0c09f036aeb192367baab8029bd2395582
images/train/E_003615.jpg,2,8fb2fd745195de1e070f63c8dbb49ef00e9baebbf8d98d0cb2ff3e60054e1b3f
images/train/E_003623.jpg,1,1ac71cfdc79a4ef17f0c864b2cedb7475de578e4f123d51c0feb80b4a56e8b5b
images/train/E_003657.jpg,2,c3405e8f9a12bb39aec2c7e79b7e62fcfc92740f1a7aa370cbbc78ecaad05e60
images/train/E_003840.jpg,3,847d30523e80da1e2a4544f45d14d9eb589ea4374ee37c3a6626f0b8034d07e0
images/train/E_005148.jpg,2,d97c3f07a13c7b1c7f4c39dd998495eff2179aa3794ef68d344aee2cff88c638
images/train/E_005498.jpg,2,b3d43ddbcc22c7ff16f7fd6fa31c8950c1417c05a3964aea5bd94abde5e97e98
images/train/E_007424.jpg,2,c0d5e574cd86735cd156c3262ba6ffbeebdae57782418c18b99f81649fa6d698
images/train/E_010343.jpg,0,f6d4682cdfe8595036600d4b6351f8173bcecb5fd1e9c3758e5450e2a407ff4a
images/train/E_011129.jpg,0,afb6422906f9202af3ccb3f43687ec45713639b70ddb51a7fe7b2a74b9c12939
images/train/E_012618.jpg,0,11af40db668258a34484a67ba760f72f9d4a46f64cb76ce86c669bfa477b3c29
images/train/S_10004166.jpg,4,cc980ac34e0bdba18d80592df3e2e6883b9c1f0b86d6aba6daab14685274a545
images/train/S_10004278.jpg,0,a7fc996da55da83c077752b5c00abb1ef8fbd9e90ff8a41269b4634473e4f01a
images/train/S_10004587.jpg,2,ab2c5e9fa001b1daf7e37bb1dc3efde4956078e64ae3f69542f1dfe63c128e13
images/train/S_10004896.jpg,4,8dabe12869a4b30c13a645defb4b37caa09a3ab687987b6db0c83b8a18c2973a
images/train/S_10005140.jpg,2,50e3d6e49e09c0cf8b3831453125bc7d918eca6d6a69cffe38faee5122c62556
images/train/S_10005602.jpg,2,1b79f8acc24b74a50e74c40eb75063913eb6dd798fd406f2456acd6d81692b2d
images/train/S_10007295.jpg,2,ba8b74c2aa24256c5c8570f02e9f9a62364284a57938b5ed2b8850e9e2e1a1f9
images/train/S_10009551.jpg,3,86e66b6dfece874d27a91d0e92247d11c0c8130c39bb710db3a6c216908002a1
images/train/S_10009966.jpg,2,1ca93738b263eb13705d9d9ff79a97793f1b9f99a3a62d4def2a4a3db3a517cd
images/train/S_10010112.jpg,2,2b11512ef182439286ea8ee0f93bdca2817b3747c46b7f71f8493c35189f9c28
images/train/S_10010598.jpg,2,6b8f013677d6a7d5c1468df79fc0ba9feab8ef35db7c45e55e2b10006701ea88
images/train/S_10011982.jpg,0,2ace92d8b5eac8d691eb218c1852b0674ed0cd9ac226762dbc777b1cf73ffdd4
images/train/S_10012851.jpg,0,1a2c839af69e5336666b46b4f7f1324cb7ddb5c054fc3bb1639645d903120162
images/train/S_10014378.jpg,2,333123c42c5dce52158d3bd5c6fd0217770bf5aea92dcf42ac3fd2470b650941
images/train/S_10014938.jpg,2,d2f45c4367872de8abba30ade2feb2bb20704a9e95a4f91d1b09577724a7bd11
images/train/S_10026888.jpg,2,2f292193a18a139b36c1db94c5069a94bb7abce5f1265e1f70549ab0c528dac9
images/train/S_10028597.jpg,1,1d44b96af7f6a960804f9de614278da79bb1c78b24b91c5e17c1e8420a26c657
images/train/S_10028796.jpg,4,8df0c8844c102c790fd9fd9ff9fa13cbbd0c08bc7a38dd52aaaa5c791080dcd1
images/train/S_10028829.jpg,3,6cf67943a20f160f012f823095d8293ac8b39f7b9979611942be328297b17fb6
images/train/S_10029106.jpg,1,3f521b4c50e64c104e6b057bff85eeb523121a0c99ee5ec1817d405229870b34
images/train/S_10029348.jpg,0,2b028e20c176c59cc3d39676246035b3cda0cbccec9dc63773b6457d2ed1a701
images/train/S_10031044.jpg,4,d7bd48775cf68eec95a29c21fdc3f639a4a6b71feb8ca82dc0bdd9fbc83ebc94
images/train/S_10031230.jpg,0,59daea4769dc4cb3fa139f3b5e95f50298f4a480d0f8bc8e7109dba6fa2c2dc0
images/train/S_10031704.jpg,0,c9d732e05b0e170b65dccbd5d94d544f0cd6504cdd04958df42c66c432bb8aeb
images/train/S_10036032.jpg,3,55be58f27dc84f8713dc99fd0cd48265b8d5b64d41fb2f90108c6bb0c263bf14
images/train/S_10037262.jpg,3,f9470aff69cce349e9a8d00d1e09ef6c181622ead9d056e3422eb7bbde360f2b
images/train/S_10037373.jpg,4,6f19fcdda3290c28668531e886ace48831fefe9bd3674a823f7b98c83f176fb2
images/train/S_10059391.jpg,1,b156b243f1abc0e12e81810830ea829cc293f7f4140f6bb9187cd51f9f35f574
images/train/S_10059420.jpg,2,7afe9ae9a29063769ae198e008461f01c508cfe00fdb92c540446057a22492d5
images/train/S_10060033.jpg,2,1b072c5310e9f3657a8508c7d48fb477b5d9f8331e118c226d5a5b3cdbe54726
images/train/S_10061742.jpg,4,6907acaaa839765eb4adc8b824a2cf468c5346ab9f25325cb5239645b61b4749
images/train/S_10061748.jpg,0,7c6e735385b682b3259a09573e554ebaa66fefd59cd8f9a4cdeeee7cb613a95b
images/train/S_10061753.jpg,0,51325e5215e34c39bac4661fb56cfa3d86808e737345b5429bc040178c631488
images/train/S_10067633.jpg,0,5a04f876b2e0761750f55f734b1acf78b264723de5788f1ca9f69700f10ca6fd
images/train/S_10070699.jpg,0,1e7c064be26d112f31468106e4d927f9c4ea47527dfbaead90e2c84e4868ca46
images/train/S_10075550.jpg,1,001f8283dc9989d0a711a50de1033361872746728822dd252e2dfeed986623d3
images/train/S_10082101.jpg,0,b1d1624bbef29d8ccc567bc44e74a5e6a4555c2d8207372a95b62d15025b85d0
images/train/S_10096816.jpg,3,2c08a5de718aeb505182380fdb354b5d2386c39ea1cf7da327382ecde3c23df2
images/train/S_10097101.jpg,3,0099d0c14a7bbac02fd7a629f8572c8b4335c395938fb9c6f2263063e46297a1
images/train/S_10097169.jpg,3,af0552d0dab8e1510d73b28b0e3b63dadc0463b6d614943df1ced9b20144dc82
images/train/S_10099360.jpg,3,4e19700b5cb95b22e62e06fdba138a349ad4b34bf9be887760df3c3fc99d1a86
images/train/S_10099985.jpg,3,4eb3160515bdd37487a54f673a670488272144580bea65318937a0e5c513c791
images/train/S_10100614.jpg,2,728898a9f1b600dd4fb012b456c79241fa4436deda21677840ca239d06d6bf47
images/train/S_10100963.jpg,3,ac3eff0113a81fb1917382ba9a96044801a05780e9bd0cb321475568ea9c2fbd
images/train/S_10101052.jpg,2,a873f0dbb0135775265619f71171e907a3f7669fd129f1d5584011c62ef75228
images/train/S_10101439.jpg,4,161c1628a508dc9c0c269e61a45a1f2a3d0c3bd563cae439341a8a4338906d0e
images/train/S_10103461.jpg,4,5c574b14ac4a74ce1c6b494412bfb2569624f9876a6a91327cdcb83794bb1680
images/train/S_10103773.jpg,1,14d60931e94fa719c89700f7ca318178c71e37dab9aab3f3201cad33fd8a8696
images/train/S_10106427.jpg,3,15a40889136e8cc385b6435f0244073365a1cd29e81c06b98b8e0e221ae5d39f
images/train/S_10106812.jpg,1,1ad43c916000178b32869dde6e130d2a9f658279043aad761fd59e2076a57f02
images/train/S_10136790.jpg,0,d037278508a89a7f90bec171dcda7be0596f3547cc20926bc6d92cf013fa5f2b
images/train/S_10139323.jpg,1,3570241c9e588ab59b6cfa0b95fb7af328d6ff98b2899ba120cd4d843c6528f9
images/train/S_10157805.jpg,2,9e786d10ea8845c5bd92c3cd87886450a8227a2d75dd254e4fcd9d8cac09f006
images/train/S_10175668.jpg,0,f008d7bbc6ac01bcc821bbd5bc19457c091ceb0cb4fd6762242496453c77546a
images/train/S_10194624.jpg,4,aceaa7beffd526159a7e5eb8ab12e86e5572a8718c61bf083b01d4021a8bcfd6
images/train/S_10216665.jpg,2,c3f772d95ad7080ede40871c97bbeaa36dbfa59d012c686a7d01d7298a262d5f
images/train/S_10224035.jpg,1,3b1abf0ff2d765ebfdd1457ee3f5968a7c3a4f10ed7341945a92b5fa1c198c44
images/train/S_10254420.jpg,0,2cdc0c58b1a8ac58f5f71e3965dd8ea388bb0a9d534ef77b5a5783f9a0e38426
images/train/S_10254693.jpg,4,1a8aec9bd3c1343d902f876e71973a8dd9dc4e755da3ea8e2dab9734cba0945f
images/train/S_10271957.jpg,2,35fb854d7e0f9d58320cf13fa87a60b306154db1088863fef6ad0a94c7dfef9d
images/train/S_10274980.jpg,2,41a4f1cd2a4cf2a3e4673dab1b8d16a57b6a5073ff3eeef0d2ea1abdef3a1336
images/train/S_10277863.jpg,0,60f29f7cdf03927728be2a848fe60551733e0aec822d203fdaca51c6455bc993
images/train/S_10277986.jpg,3,e947b0cacf32e39c07ff72f785228ea2ac3b379bdc5ee3f58e6834cabafb8350
images/train/S_10278330.jpg,0,72a60b2b4953eaa8f9ee78000fa1a8a9b3fdda03b28f00052e9538a728d9acd9
images/train/S_10279487.jpg,2,8b61cef9650857bd40299d1cde63235c7df0be0f51a9e2f23e3e8f339caaaa65
images/train/S_10279712.jpg,1,6272de91b8e68cff5c57b5c6a73a60c03d69f7152d1f69b80cf3488883432406
images/train/S_10279717.jpg,2,949c5bc8abe117c6f00f2dbcf2dba189871b559c2bd02b6560aab808d9372823
images/train/S_10281966.jpg,4,f9f450e50507f95d9f8e1ce8864e8d65b3243d4235faf207449d761578b8ad2d
images/train/S_10282343.jpg,0,f10f6ad542f207df1b0c07be5659b24037bce0ef350ed5c5958583502661f44d
images/train/S_10284683.jpg,0,92c4d3e21ad4302a457d94864941c256469295a7f1450e8c4724d5c041ae8613
images/train/S_10284985.jpg,1,5e3dc0ec560de22675693f26f22154bc8b5e1e757debea60a63ba39017479b86
images/train/S_10288588.jpg,1,77f56091d8d267ecbd728414d23a7e5b859b9217fe1b6f71866e72b1a6749a9b
images/train/S_10289526.jpg,1,4b8ac977789cf8bd46b3b9baa66148d4a3555b51e550fe88a1a0feb8a6a933cd
images/train/S_10292442.jpg,1,4c1fffa70eded313e022b291b2834de2fb0caeb79e900d728bf9c34c3edc50b0
